Article Title,Article Content,Date,Location,Author
Susta locals break Gandak canal’s wall to drain floodwaters,"Locals of Mahalbari in Susta Rural Municipality, Nawalparasi, on Wednesday breached a part of Gandak canal’s wall to drain the rainwater that had flooded their settlements and paddy fields.Prem Chandra Gupta, a local, said the villagers were relieved after rainwater receded in the settlement following the canal wall breach. “Our village faces the risk of inundation every monsoon. Until the authorities find a permanent solution, breaching the canal is the only way to save our village from rainwater,” Gupta said. The locals had breached the canal’s wall in 2000 as well. Post the breach, Indian authorities had installed four hume pipes as outlets for floodwaters. However, the pipes are not enough to hold the floodwaters during heavy rains. According to Gupta, heavy monsoon rains inundated around 4,000 hectares of paddy fields at the municipality in the past few days. “The canal’s walls are built on an elevated land because of which rainwater pools in the Nepali side, flooding nearby settlements and farms,” said Gupta. Shambhu Prasad Marasini, the chief district officer of Nawalparasi (West), said rainwaters flood the settlements every year since there is no proper infrastructure to direct the flow of water southwards. “I will inform my Indian counterpart about the problem,” he said.The Gandak canal is a joint irrigation and power project between Nepal and India. A dam was constructed to channelise around 18,000 cusec water through this canal.  ***What do you think?Dear reader, we’d like to hear from you. We regularly publish letters to the editor on contemporary issues or direct responses to something the Post has recently published. Please send your letters to [email protected] with ""Letter to the Editor"" in the subject line. Please include your name, location, and a contact address so one of our editors can reach out to you.","Published at : July 26, 2019",Nawalparasi,Narayan Sharma
"Eight killed, four missing in separate landslides in Satyawati","Eight people died and four went missing in separate landslides triggered by heavy rainfall in Satyawati Rural Municipality, Gulmi, on Tuesday morning. According to the District Police Office, six people died in Birkhuna landslide and two others in Kasingthala. The four missing persons are from Bhirkuna and Singdi.Until Tuesday evening, police had retrieved six bodies from the landslide debris. Prakash Bhattarai, a local, said the area is prone to more landslides, as the rain has yet to stop. “Tuesday morning brought in heavy rainfall that triggered landslides. Locals and security personnel are making efforts to search for missing persons,” Bhattarai said.The injured persons are currently undergoing treatment at Thulolumpek Health Post. Yadunath Paudel, chief district officer, said the District Disaster Management Committee has started relief and rescue works in the municipality. “A team of security personnel and officials of the District Administration Office has reached the incident site to start rescue work,” said Paudel.In total, 75 families of Satyawati-3 and 4 have been displaced by the landslides. Most of them are taking shelter at their neighbours’ houses. Durga Taramu, a teacher of Siddha Basic School in Singdi, said the school building has been swept away by a landslide.“The settlements are dense around the area where the landslides took place,” said Taramu. “If the rain continues, the settlements are at risk of further landslides. The area has to be evacuated immediately.”Landslides have displaced 15 out of a total 35 families in Bhirkuna. Dilliraj Bhattarai, a ward member, said that since there are hardly any men in the villages, rescue and relief operations have been delayed. “Most men have gone to India for jobs, leaving women and children behind,” said Bhattarai. The incident site in Singdi is around 65 kilometres east of Tamghas, the district headquarters of Gulmi district.  ***What do you think?Dear reader, we’d like to hear from you. We regularly publish letters to the editor on contemporary issues or direct responses to something the Post has recently published. Please send your letters to [email protected] with ""Letter to the Editor"" in the subject line. Please include your name, location, and a contact address so one of our editors can reach out to you.","Published at : July 24, 2019",Palpa,Madhav Aryal
Controlling firearms is a major security challenge in Kapilvastu,"Paras Puri was shot at by two motorcycle-borne assailants in Bidhyanagar of Kapilvastu district on March 31. He succumbed to injuries at a hospital in Butwal. Police investigation showed the assailants had used a pistol to commit the crime. The murderers are yet to be arrested.Similarly, twenty-eight-year-old Dipendra Kumar Chaudhary of Motibhari was shot dead following a dispute with his neighbour on November 23 last year. The neighbour, Ajit Pandey, had shot Chaudhary five times and fled the scene. Pandey is still at large.These are just two cases where small weapons were used with the intent to cause grave bodily harm. Use of firearm is unchecked in areas that share border with India, according to Superintendent of Police Deep Shumsher Rana.According to Rana, firearms are easily smuggled into the district via the open border. “We don’t have modern security devices to control firearms smuggling. And such weapons are increasingly being used for extortion, abduction and murder. This has become a major security threat in the district,” Rana said.According to a security source, possession and brandishment of weapons is considered a social prestige in various parts of the district. “People’s representatives and the civil society leaders should convince the weapon owners to surrender their arms to the authorities,” Rana said. As per the data available at the District Police Office, security personnel seized two submachine guns, two muskets, three country-made pistols, a Chinese pistol and a total of 203 bullets from various parts of the district in the fiscal year 2018/19. Security officials believe that there are still many illegal weapons in the district.Many people feel that the law enforcement agency is not doing much to control the smuggling and use of firearms. “Police only seize illegal weapons if they find them on a person during security checks. Otherwise, they do not have any concrete plans to control illegal firearms,” said a local of Taulihawa preferring anonymity.Nanda Kishwor Sharma, a businessperson in Krishnanagar, said that the business community in the district has been a victim of extortions and threats by bands of local thugs. “They (extortionists) threaten us with weapons if we do not pay them,” Sharma said. Chief District Officer Gajendra Bahadur Shrestha said smuggling of firearms in the border areas has become a major security challenge. “We will raise the issue during the meeting of the security officers of Nepal and India,” said Shrestha. ***What do you think?Dear reader, we’d like to hear from you. We regularly publish letters to the editor on contemporary issues or direct responses to something the Post has recently published. Please send your letters to [email protected] with ""Letter to the Editor"" in the subject line. Please include your name, location, and a contact address so one of our editors can reach out to you.","Published at : July 22, 2019",Kapilvastu,Manoj Paudel
Butwal evicts squatters from public land to construct covered hall,"The city of Butwal has evicted 16 landless families from two kathas of public land to construct a public covered hall.The displaced families had been living in the area for the last 48 years. The city office had notified the residents multiple times before evicting them, according to Shivaraj Subedi, Butwal mayor. The city employed a bulldozer to cleared the land of shanties in the third week of May. Hari Bishwokarma, one of the displaced, said that they had staged a protest after the city evicted them from the area. “We don’t have any other place to go,” said Bishwokarma. On Wednesday, the city office and the squatters had reached an agreement. Butwal would provide each displaced family with Rs 25,000 and assured them that new homes would be built for them under the People's Housing Programme within a year. “The metropolitan office is going to manage a suitable place for them to live in temporarily and then we will build permanent houses for them,” said Subedi.A stable constructed by the queen of Yuddha Shumsher once stood on the land, said Kalpana Devi Gautam, one of the displaced. After the two-storey building collapsed 48 years ago, landless people gradually encroached on the land. “We have been living there ever since,” said Gautam.On June 7, the squatters had also filed a complaint at the High Court in Tulsipur, demanding the return of their land, citing the fact that they had been living there for a long time. The court, however, issued an interim order stating that individuals or groups cannot lay claim to public land.  What do you think?Dear reader, we’d like to hear from you. We regularly publish letters to the editor on contemporary issues or direct responses to something the Post has recently published. Please send your letters to [email protected] with ""Letter to the Editor"" in the subject line. Please include your name, location, and a contact address so one of our editors can reach out to you.","Published at : July 19, 2019",Butwal,Amrita Anamol
Province 5 districts have no offices dedicated to women,"When the country adopted federalism, all women and children offices in Province 5 were dissolved. The idea was to set up a dedicated office that would specifically cater to women issues.Two years have passed since the country was federated, but the province has still not opened its women’s office. Women’s rights activists have begun to question the role of women under the new system. One among them is Gyanu Paudel.“Women played an important role to establish democracy and federalism in the country. It now seems like their roles have been completely forgotten. The state has ignored their needs; shrugged away the roles women played while the men sat down to prepare the federal structure,” Paudel said. Women-related plans and policies have been greatly affected in the absence of a government institution which would have made it easier for policies to be formulated and budgets to be passed, say women’s rights activists. Paudel argues that there are challenges now to achieve the targets set for women development and gender equality for lack of a separate government office dedicated to women’s issues in Province 5.After federalism, the Local Government Operation Act 2074 BS adjusted all thematic offices of the districts with the local level. Accordingly, the then Women and Children Office was brought under local unit. Stating that the offices adjusted in the local units were not enough to execute state works, both the federal and provincial governments set up some thematic offices, but they failed to open an office for women and children in the district level.Radha Kumari Gyawali, central member of the ruling Nepal Communist Party, said the absence of a separate woman office at the district and provincial levels is the result of a patriarchal mindset. “It looks like the decision-making team comprised of only men. They completely left women out,” she said.“During the transitional period on the run-up to federalism, we had lobbied with the centre to include a separate women ministry at the provincial level and a women office in the district level. The committee had assured us that such offices would be established, but they failed to keep the promise,” said Gywali. There are seven ministries under the Province 5 government, none of which is a ministry for women. Women-related issues are overseen by the Social Development Ministry which also looks after education, health, youth, sports, senior citizens, and the physically disabled. There are seven directorates under the federal government, but none is for women and children. Similarly, out of a total of 145 offices under the Provincial 5 government, not a single one is dedicated to women. Social Development Minister Sudarshan Baral admitted that the ministry has not been able to penetrate the grassroots level and select plans and policies targeted at women. “We prepared plans and selected some projects last year in consultation with women leaders, lawmakers and representatives of some social organisations, but we weren’t able to implement the projects at the local level,” said Baral.There are two directorates—health and education—under the Social Development Ministry, but neither caters to women. The Social Division Office is responsible to work for women, children, disabled and senior citizens. “It is difficult to work because there are no separate provisions, infrastructure, resources and budget for women-centric offices. We just carry out the daily administration works,” said Sharada Belbase, the division office chief. “Programmes targeted at women have yet to be implemented effectively.” Baral said the province government was aware of the difficulties and challenges of working for women’s rights and development without the support of dedicated offices and his ministry is making efforts to address the issue. “We have asked the federal government to set up a separate directorate for women and children. We are also preparing to set up a new structure in the provincial level itself,” Baral said.","Published at : July 17, 2019",Butwal,Amrita Anmol
Most local judicial committees in Province 5 are idle for lack of office space,"Eight cases were registered at the judicial committee of Rambha Rural Municipality in Palpa district this fiscal year. Three cases seeking divorce were forwarded to the district court while five others were settled in agreement between the disputants without holding a bench.“We don’t even have a room to hold a bench. We are compelled to settle the disputes in agreement,” said Radha Kumari Shrestha, the vice-chairperson of Rambha Rural Municipality, who heads the judicial committee. According to Shrestha, the rural municipality office has been operating from a congested rented building and the judicial committee does not even have a room to hold discussions. “The vice-chairperson, account officer and other employees have to share a room. There is no possibility of holding discussions and forming a judicial bench,” added Shrestha.The new constitution, promulgated by the Constituent Assembly in 2015, has envisaged the provision of judicial committees in each of the 753 local level units in the country with an objective to ensure that justice is delivered.The Local Government Operation Act 2074 BS clarifies the functions and duties of the local judicial committee. The judicial committee has been empowered to settle disputes related to 13 specific matters including property boundary disputes; disputes regarding canals, dams, ditches or allocation of water; encroachment on roads or way out; disputes about compensation for damage to crops; disputes about payment of wages; and disputes about lost and found cattle.However, the judicial committee in most of the local units have been unable to execute their responsibilities effectively even after two years of local level elections in the country. Lack of infrastructure and employees, lack of awareness regarding the provision of the judicial committee in the grass roots level and lack of legal knowledge among the people’s representatives are the major hurdles behind the ineffectiveness of the judicial committee.A huge number of the local units in Province 5 does not have their own office buildings and are finding it doubly difficult to manage a separate space for the judicial committee. According to the people’s representatives, victims are reluctant to visit the judicial committee as there is no secrecy and secure environment.Shiva Kumari Chaudhary, deputy mayor of Shivaraj Municipality in Kapilvastu district, said that discussions are held in open rooms and the disputants feel uncomfortable talking about their issues. “Secrecy and security are very important while settling cases with legal boundaries. The disputants refrain from speaking out clearly and present their cases. The environment is not conducive for disputants,” she added. Manisara Nepali of Purbakhola Rural Municipality in Palpa came all way to the district administration office in Tansen, the district headquarters, last month to file a case about facing social discrimination in her village. The district administration immediately wrote to the Purbakhola Rural Municipality office and sent the victim there stating that such cases should be settled by the local judicial council. “I did not know about the provision of the judicial committee in the local body. I wasn’t aware of such an office so I came all the way to Tansen. Had I known earlier, I would have approached the committee in Purbakhola itself,” said Nepali.As per the prevailing legal provision, there are three members in the judicial committee headed by the deputy chief of the local unit. Two elected representatives are selected by the meeting of the village council or municipal council. The committee can also appoint legal practitioners for help in settling the disputes.Some disputants and even legal practitioners claim that the judicial committee has not been able to function impartially since the members are elected candidates of various political parties. “I registered a complaint at the judicial committee over a dispute regarding local development project,” said a woman from Arghakhanchi district, who chose to remain anonymous. “The coordinator of the judicial committee is affiliated to a political party and the case was filed against the activists of her party. So my complaint was not even heard.” She added that the people’s representatives fail to take decisions against the activists and supporters of the political party they represent.The legal practitioners are also not convinced about fair justice delivery by the judicial committee. According to them, the people’s representatives elected from various political parties fail to exercise their legal rights.“The voters influence the members of the judicial committee and the members never take action against the activists of their own party so they remain neutral. So far, the judicial committees are only for name sake,” said Bijaya Khatri, advocate and vice-chairman of Arghakhanchi District Bar.","Published at : July 19, 2019",Palpa/ Arghakhanchi/ Kapilvastu/ Bardiya,"Madhab Aryal						,"
Anti-child marriage campaigners work amid challenges in Banke,"On May 3, a wedding was to be held at Nepalgunj sub-metropolitan city. The families of the bride and bridegroom arrived in Nepaljgunj from Dailekh, their hometown, two days prior and started preparations. But the bride-to-be was underage. After finding this bit of information, Hira Khatri, 19, of Nayabasti in Nepalgunj, a campaigner against child marriage, duly informed the Ganapur Police Post. Then on the day of the wedding, a police team and other social campaigners reached the wedding venue and stopped the marriage. Between mid-April to mid-May this year, Khatri says she has stopped six cases of child marriage.Khatri’s activism has brought many praises but it has also made her a target of ridicule and dislike in the sub-metropolitan city, so much so that villagers have started to keep a distance from her. “I know what I’m doing is right, but it’s not easy. Some villagers blame me for ruining their children’s lives,” she says. According to Khatri, her work doesn’t come without challenges. Some villagers have taken to throwing stones at her house at night to verbally abusing Khatri. “Some villagers have threatened my family members, and my family is worried about me but I’m committed to work towards this cause,” said Khatri, who is also vice-chairperson of the District Teenage Girl’s Network, a community-led initiative.Diwa Bahadur Chhetri, advisor of Child Club, a government unit in the sub-metrolpolitan city, said that anti-child marriage campaigners often express concerns about feeling unsafe. “The campaigners inform the police about a child marriage taking place, but the police don’t keep the informants anonymous which puts these girls in danger,” said Chhetri. Stating that some anti-child marriage campaigners have left their villages as the parents, who try to marry off their underage sons and daughters, often blame them.Shyam Kumari Paija, chief at the Women’s and Child Service Centre in Banke, said that child rights activists are at risk of being harassed, ridiculed and sometimes even threatened for intervening in other people’s matter. “We are able to stop child marraiges only if somebody informs us about it,” said Paija, adding that although the practice of child marriage is still rampant—only a few cases registered in the District Police Office (DPO). According to the data of the DPO, only four cases of child marriage were registered in the DPO last year. Although Nepal abolished child marriage in 1963, it is still widely practices especially in the rural areas of the country.Child rights campaigners say that it is more challenging to stop child marriages in the border areas due to the legal variations in marriageable age in Nepal and India; the legal marriageable age in India is 18 years as opposed to 20 in Nepal, as per the Civil and Criminal Code of Nepal. “A couple fled to India and got married before I could take any action,” she said.A Human Rights Watch report published in September 2016 states that around 37 percent of girls in Nepal marry before the age of 18 and 10 percent are married by age 15. Nepal has the third highest rate of child marriage in South Asia, after Bangladesh and India","Published at : July 12, 2019",Banke,Rupa Gahatraj
Closure of nutrition rehabilitation centre puts children’s lives at risk,"Aarushi Chaudhary was diagnosed with severe malnutrition last month.The three-year-old girl from Dhanibagiya of Ghorahi Sub-metropolitan City, Dang, weighed just eight kilograms when she was brought to a local health facility.She needed immediate medical intervention. So the health workers suggested Aarushi’s mother, Laxmi, to take her daughter to the nutrition rehabilitation centre run by Rapti Academy of Health Sciences, what was formerly Rapti Zonal Hospital.But when Laxmi reached the academy with her emaciated baby girl, paediatricians told her that the academy’s nutrition rehabilitation centre was no longer in operation, that the facility was closed down six months ago.Laxmi was, for the second time, advised by health officials to seek her daughter’s treatment elsewhere—this time either in Nepalgunj or Butwal.The academy’s nutrition rehabilitation centre was one of 22 such facilities opened by the Ministry of Health and Population throughout the country. Today, it serves as the academy’s guest house.According to Mahendra Prasad Shrestha, spokesperson for the ministry, the nutrition rehabilitation at Rapti Academy of Health Sciences is one of the many services that have been disrupted ever since the institution was established last year.“The academy was set up to provide additional and quality services. But patients are now deprived of several services,” Shrestha told the Post.The ministry has formed a five-member team to investigate into the irregularities reported in the academy.Dr Arjun Sapkota, a member of the probe team, said that patients from Dang and other nearby districts have been directly affected by the poor state of the academy.“Doctors at the hospital are referring patients to Tulsipur, Nepalgunj, or Butwal,” Sapkota told the Post.Health workers say the most concerning thing is the academy’s decision to close down the nutrition rehabilitation centre because malnutrition is still an issue that the country is struggling to address.According to the 2016 Nepal Demographic Health Survey, 36 percent of children under five years of age in the country suffer from chronic malnutrition (stunting or low height-for-weight) and 10 percent suffer from acute malnutrition (wasting or low weight-for-height). Another 27 percent of children are underweight and one percent are overweight.Closure of the nutrition rehabilitation centre has affected the treatment of undernourished children from Dang, Rolpa, Rukum (East), Rukum (West), Salyan and Pyuthan. Every month, the centre used to treat over 30 children from these districts.Laxmi Gaire, who was in charge of the now closed nutrition rehabilitation centre, said that the academy forcefully shut the facility.“All eight staff nurses and dieticians including myself were relieved of our duties. The academy has not officially declared the centre’s closure, but malnourished children are not treated here anymore,” Gaire told the Post.Kedar Parajuli, chief of the nutrition section under the Family Welfare Division of the Department of Health Services, says children having cleft-lip or cleft palate, who have difficulty eating and swallowing, have been affected the most by the closure of the nutrition rehabilitation centre.“The nutrition rehabilitation centre used to provide treatment to such children and refer them to hospitals for surgery after making them healthy. Now these children are deprived of treatment,” said Parajuli. “We cannot reduce the existing malnutrition rate by closing nutrition rehabilitation centres.”Meanwhile, the condition of baby Aarushi remains the same. Her mother, Laxmi, could not take her to Nepalgunj or Butwal.“The doctors told me that I had to admit Aarushi to a nutrition rehabilitation centre. But since I have another daughter to look after at home, I could not take Aarushi outside the district. I would not have faced this situation if only Rapti Academy of Health Sciences was functioning properly,” Laxmi told the Post over the phone.","Published at : July 11, 2019",Kathmandu,Arjun Poudel
Lumbini area affected by the pollutants and chemicals emitted by large-scale industries operated on the other side of the border,"After the Supreme Court ordered a ban on new factories in the Lumbini area on Sunday, locals living near Lumbini, said that the area is choking in pollution not only because of Nepali industries operating in the area but also from the large industries across the border.In March, a writ petition was filed at the Supreme Court demanding the conservation of the Lumbini area. Conservationists and legal advocates had lodged the writ at the apex court, arguing that the rampant registration of private industries could potentially have a serious impact on the conservation of the historic and archaeological site. Locals said that Indian industries operating across the border lie only around 15km away from Lumbini. According to them, the birth place of Lord Buddha, which is also a UNESCO world heritage site, is facing major pollution threats from large-scale industries based in Siddharthanagar in India. Siddharthanagar is around 8km from central Lumbini.There are numerous brick kilns, rice mills, liquor industries and drugs pharmaceutical industries in Kakrahwa, Mahale and Fariniya in Siddharthanagar, locals say. Smoke, dust and chemical pollutants emitted from those industries have adverse effects on the archeological sites of Lumbini, they say.Four years ago, a team from the Central Department of Environmental Science had conducted a study on the effects of pollution in Lumbini area. The team was led by Ram Prasad Regmi, a professor at Central Department of Physics, Tribhuvan University.The study showed that the main cause of pollution in the area was due to smoke emitted by industries, fire wood and burning foliage and vehicles. Om Prakash Yadav, a civil society leader of Marchawar area, said that the pollutants and smoke emitted from Indian industries reach up to Butwal from Lumbini and Bhairahawa. He adds, “Smoke emitted from more than 10 brick kilns covers the whole sky on some days.”Yubaraj Kandel, an environment researcher, said that one can’t even walk for 10 minutes in Fariniya bazaar and its vicinity without wearing masks. “Farmers also excessively use pesticides in the fields, and these chemical pollutants also have affected the Lumbini area,” said Kandel.“During the course of the study, we found that the pollution and chemicals emitted from the Indian territory spread towards the hilly areas too,” said Regmi, adding that the effect of pollutants was also seen in Tansen.Archeologists said that priceless archaeological sites such as Ashoka Pillar, and statues, among other artifacts stand to face corrosion by excessive pollution. They have raised concerns that the pollutants and smoke emitted from the nearby industries will have a negative impact on the habitat and the life of endangered species while also affecting the agricultural output and biodiversity. The pollution emitted from 40 industries being operated on the Nepali area, in addition to the pollution making its way in from India, is causing irreversible damage to the population living in the area, showed the study. Kul Prasad Neupane, chairman of Siddharthanagar Chamber of Commerce and Industry, said that the government has only seen and studied the impact of industries inside Nepal. “The Lumbini area has been affected due to industries operated on the other side of the border too,” said Neupane, adding that the government should pay attention towards the problems caused by industries in the border areas.Arjun Prasad Pokharel, Chief District Officer in Rupandehi, however, said that they will start a process to implement the Supreme Court’s order. “It’s the responsibility of the entire nation to conserve archeological sites,” said Pokharel. “I hope the concerned stakeholders will help the administration implement the court’s decision.” He adds, “There’s huge investment in industries. It is not possible to shift industries or close them immediately. However, we will make efforts to conserve Lumbini.”","Published at : July 2, 2019",Rupandehi,Ghanashyam Gautam
Uncertainty lies ahead for students of Martyrs’ Memorial School,"Perhaps, my mother would still watch my photo over and over. In my memory, perhaps, she would cry a river.Kalpana Adhikari often sings this wistful lament of a child’s longing for her mother before her classmates. Her poignant rendition never fails to make her listeners sad.Most of the students at Martyrs’ Memorial Boarding School in Tulsipur, Dang, can relate to Adhikari’s song.Adhikari is among the 450 students who study and live at the school for the children orphaned during the decade-long Maoist insurgency.Adhikari, who is originally from Gothimula village in Bharta Rural Municipality-3, arrived at the school six years ago.Her father, Nainaraj, who was a Maoist functionary, was killed by the police in 2002.When Adhikari was born, her father was already dead. Her mother, Pulki, remarried and Adhikari was sent off to live with her father’s sister.It was her aunt who admitted Adhikari to the school.Adhikari, who is currently in tenth grade, last saw her mother six years ago. She misses her. “I talk with her often on the phone and visit my hometown once a year, but since my mother is in a new house now, I don’t feel comfortable going there,” she says.For Adhikari and the other children at Martyrs’ Memorial Boarding School, their school is their home.The school was originally established as the ‘People’s School’ in 2066 BS by the Maoist party during wartime. It was one of many schools run by the Maoist party which, at the time, deemed all mainstream curriculum as ‘bourgeois education’ and taught its own curriculum befitting the ideology embraced by the party.All such party-run schools were turned into ‘Martyrs Memorial Schools’ and adopted the curriculum of public schools after the peace deal.Today, these schools are run with state funds. They offer free schooling and accommodation to children until grade twelve.The school where Adhikari goes to has 261 boys and 189 girls.While most of the senior students at the school are glad that they have the opportunity to complete high school education, they are also anxious about their future.Principal Narayan Poudel says even though the students have been doing well at their studies, their future after the twelfth grade is uncertain.“We cannot do anything about it because the government allocates budget for students only up to twelfth grade,” says Poudel.To help the students get jobs after completing their high school, the school is plans to introduce various skill-based subjects, but nothing concrete has come of it.“Since the students don’t have families to support them, many pass-outs from this school are working as labourers in India while others are jobless,” Poudel says.An uncertain future lies ahead of the students of Martyrs’ Memorial Boarding School, unless the government comes up with a programme for the children orphaned by the war.Seventh-grader Suwasti Buda dreams of becoming a doctor when she grows up, but deep down she knows that, with no one to support and guide her, even the chances of her going to college are rare, much less going to a medical school.“Since we can’t stay at the school forever, I don’t know what will happen after I have graduated high school,” she says.","Published at : July 2, 2019",Dang,Durga Lal KC
More than 50 percent land in Province 5 fallow due to insufficient rain,,,,
"Casteism is so deeply entrenched, not even law can deter it","Elected local representatives from Dalit communities in Province 5 say that they continue to be treated as low-caste people in their constituencies.Though the constitution has made caste-based discrimination a punishable crime, casteism and untouchability custom are still prevalent in many parts of the province.Tulasa Sunar, deputy chief of Gaumukhi Rural Municipality in Pyuthan district, says as a Dalit she faces discrimination every day.“We are not allowed to enter some houses or eat together with non-Dalits. Whatever the legal provisions, untouchability custom is very much alive,” she said.There are more than 60 elected Dalit representatives in nine local units of Pyuthan. And most of them say they feel unfairly treated in their day-to-day lives.The concept of casteism, according to Tulasa, is so deeply entrenched in the community psyche that not even the law can deter a person from a so-called high caste from denigrating and dehumanising a Dalit.It would be facile to argue that people like Tulasa ought to be more assertive and fight for equal and fair treatment for Dalits. They are facing against centuries-old plague of casteism, passed down from generation to generation like a family heirloom.“We are invited to various functions as elected representatives, but we aren’t allowed to participate alongside others. Our social conditioning is such that villagers who have known us for years are not going to treat us as their equals,” said Mana Kumari Bishwakarma, an elected Dalit representative from Rolpa district.For Rita BK, not much has changed since she was elected as a member of the District Coordination Committee of Rukum (East). She remains a lowling in the eyes of her non-Dalit colleagues, to say nothing of the people in her village.“I don’t even know what my role is in the office. I am not kept abreast of the issues that are in discussion. My job essentially could be summed as signing documents for decisions that I have no prior knowledge of,” said Rita. “How could we fulfil the expectations of those who elected us when we are excluded from decision-making roles?”Ishwori Pariyar, another elected Dalit representative from Nepalgunj, Banke, shared a similar experience of being excluded by her colleagues.“I am never called for ward office meetings. I even brought this issue before my colleagues once, but I continue to be treated as a pariah,” she said.Since confronting her colleagues, Ishwori has been invited to only one meeting.The elected Dalit representatives in Province 5 believe that legal provisions and political commitments are not adequate to end casteism. They say the poor economic status of Dalit communities is also a major factor as to why Dalit people continue to be discriminated against in Nepalisociety.“For generations, our political system and tradition have immiserated the Dalits to maintain and nurture caste hierarchy. So, political and social awareness will not be enough to end untouchability. Dalit communities must be lifted out of poverty in order to effectively eliminate casteism and untouchability from our society,” said Karma Lal Pariyar, a member of the District Coordination Committee of Rolpa.(With inputs from our local correspondents)","Published at : June 19, 2019",Butwal,Province 5 Bureau
Private schools in a Rupandehi municipality raise school fees,"Until last academic year, Sarita Lamichhane had been paying Rs 1,850 monthly as tuition fee for her fourth grader son.From this academic year, her monthly spending for her firstborn’s tuition has reached Rs 2,585. In addition to that, she also pays Rs 1,885 a month to school her youngest son, who is in the upper kindergarten. This mother of two from Siddharthanagar Munici-pality of Rupandehi district is worried if she will be able to afford private education for her children.“I have had to borrow money to pay for my children’s school from this academic year, ” she said.Sarita is unsure if private schools are allowed to hike tuition fees as and when they like. She is not alone in this. Many parents here who send their children to private schools are going through the same emotions.A majority of the private schools in the municipality have increased their tuition fees from 15 to 30 percent from this academic year.The concerned parents have expressed their frustration at the authorities responsible for monitoring tuition fee hikes in private schools. They say that private schools decided to raise the tuition costs without consulting the matter with the concerned local unit and the responsible education body.Private schools are supposed to submit their fee structures to the local unit and the concerned authorities, but most private schools in Siddhrathanagar have not done so.“Every school is supposed to organise parents’ meeting and seek their approval to increase the tuition fees by mid-December. None of the schools has followed this rule,” said Dipendra Dhakal, coordinator of the District Education Coordination Unit.The local government in Siddharthanagar also failed to intervene in what seems to be a unilateral decision of private schools to hike their fees.Under the federal set-up, Dhakal says, local units reserve all rights regarding school matters.Although the government has issued the Institutional School Fee Fixation Standard Directive-2016 for fee structure, most schools have not been following it.Many schools have not been providing the facilities for which they charge parents hefty sums. While the law requires schools to provide scholarships to at least 10 percent of their students, it has come to light that not many schools have been doing so.Most private schools in Siddharthanagar say that they raised the tuition fees in order to increase the salary and benefits of their teachers and employees.One private school teacher, however, said that teachers’ salary has not been raised in a long time. “We don’t even receive the salary fixed by the government,” he said. Chetansil Lamsal, education officer of the Municipality, said that his office was unable to monitor private schools as it has no staff to do so. One official can’t keep an eye on everything, Lamsal replied when asked why the municipal office did not intervene when the private schools increased their tuition fees.","Published at : June 17, 2019",Bhairahawa,Madhav Dhungana
"Locals protest against extraction of sand, pebbles in the Tinau river",,,,
